"STATION","NAME","DATE","TAVG","TMIN"
"KSM00047101","CHUNCHEON, KS","2020-02-23","36","25"
"KSM00047101","CHUNCHEON, KS","2020-02-24","44","29"
"KSM00047101","CHUNCHEON, KS","2020-02-25","38",
"KSM00047101","CHUNCHEON, KS","2020-02-26","39","30"
"KSM00047101","CHUNCHEON, KS","2020-02-27","40",
"KSM00047101","CHUNCHEON, KS","2020-02-28","38","31"
"KSM00047101","CHUNCHEON, KS","2020-02-29","41",
"KSM00047101","CHUNCHEON, KS","2020-03-01","42","30"
"KSM00047101","CHUNCHEON, KS","2020-03-02","37",
"KSM00047101","CHUNCHEON, KS","2020-03-03","43","27"
"KSM00047101","CHUNCHEON, KS","2020-03-04","34",
"KSM00047101","CHUNCHEON, KS","2020-03-05","33",
"KSM00047101","CHUNCHEON, KS","2020-03-06","38","22"
"KSM00047101","CHUNCHEON, KS","2020-03-07","39",
"KSM00047101","CHUNCHEON, KS","2020-03-08","45","28"
"KSM00047101","CHUNCHEON, KS","2020-03-09","51","32"
"KSM00047101","CHUNCHEON, KS","2020-03-10","43",
"KSM00047101","CHUNCHEON, KS","2020-03-11","38",
"KSM00047101","CHUNCHEON, KS","2020-03-12","47","26"
"KSM00047101","CHUNCHEON, KS","2020-03-13","39",
"KSM00047101","CHUNCHEON, KS","2020-03-14","40","23"
"KSM00047101","CHUNCHEON, KS","2020-03-15","36",
"KSM00047101","CHUNCHEON, KS","2020-03-16","41","24"
"KSM00047101","CHUNCHEON, KS","2020-03-17","39","36"
"KSM00047101","CHUNCHEON, KS","2020-03-18","44",
"KSM00047101","CHUNCHEON, KS","2020-03-19","45","33"
"KSM00047101","CHUNCHEON, KS","2020-03-20","48","37"
"KSM00047101","CHUNCHEON, KS","2020-03-21","55","39"
"KSM00047101","CHUNCHEON, KS","2020-03-22","50",
"KSM00047101","CHUNCHEON, KS","2020-03-23","48","32"
"KSM00047101","CHUNCHEON, KS","2020-03-24","49","33"
"KSM00047101","CHUNCHEON, KS","2020-03-25","53","34"
"KSM00047101","CHUNCHEON, KS","2020-03-26","61","39"
"KSM00047101","CHUNCHEON, KS","2020-03-27","51",
"KSM00047101","CHUNCHEON, KS","2020-03-28","44",
"KSM00047101","CHUNCHEON, KS","2020-03-29","47","29"
"KSM00047159","BUSAN, KS","2020-01-01","37","26"
"KSM00047159","BUSAN, KS","2020-01-02","40","33"
"KSM00047159","BUSAN, KS","2020-01-03","43","36"
"KSM00047159","BUSAN, KS","2020-01-04","42","36"
"KSM00047159","BUSAN, KS","2020-01-05","47","37"
"KSM00047159","BUSAN, KS","2020-01-06","48","42"
"KSM00047159","BUSAN, KS","2020-01-07","58","48"
"KSM00047159","BUSAN, KS","2020-01-08","44",
"KSM00047159","BUSAN, KS","2020-01-09","41",
"KSM00047159","BUSAN, KS","2020-01-10","44","34"
"KSM00047159","BUSAN, KS","2020-01-11","44","35"
"KSM00047159","BUSAN, KS","2020-01-12","39",
"KSM00047159","BUSAN, KS","2020-01-13","40","34"
"KSM00047159","BUSAN, KS","2020-01-14","36","31"
"KSM00047159","BUSAN, KS","2020-01-15","36","31"
"KSM00047159","BUSAN, KS","2020-01-16","41","31"
"KSM00047159","BUSAN, KS","2020-01-17","43",
"KSM00047159","BUSAN, KS","2020-01-18","41","35"
"KSM00047159","BUSAN, KS","2020-01-19","40",
"KSM00047159","BUSAN, KS","2020-01-20","41",
"KSM00047159","BUSAN, KS","2020-01-21","43","32"
"KSM00047159","BUSAN, KS","2020-01-22","47","41"
"KSM00047159","BUSAN, KS","2020-01-23","47",
"KSM00047159","BUSAN, KS","2020-01-24","51","43"
"KSM00047159","BUSAN, KS","2020-01-25","48",
"KSM00047159","BUSAN, KS","2020-01-26","50","45"
"KSM00047159","BUSAN, KS","2020-01-27","43",
"KSM00047159","BUSAN, KS","2020-01-28","48","43"
"KSM00047159","BUSAN, KS","2020-01-29","47",
"KSM00047159","BUSAN, KS","2020-01-30","43",
"KSM00047159","BUSAN, KS","2020-01-31","44","36"
"KSM00047159","BUSAN, KS","2020-02-01","42","35"
"KSM00047159","BUSAN, KS","2020-02-02","45",
"KSM00047159","BUSAN, KS","2020-02-03","41",
"KSM00047159","BUSAN, KS","2020-02-04","43","33"
"KSM00047159","BUSAN, KS","2020-02-05","31",
"KSM00047159","BUSAN, KS","2020-02-06","37","23"
"KSM00047159","BUSAN, KS","2020-02-07","40",
"KSM00047159","BUSAN, KS","2020-02-08","39",
"KSM00047159","BUSAN, KS","2020-02-09","39","31"
"KSM00047159","BUSAN, KS","2020-02-10","45","33"
"KSM00047159","BUSAN, KS","2020-02-11","52","40"
"KSM00047159","BUSAN, KS","2020-02-12","52",
"KSM00047159","BUSAN, KS","2020-02-13","53","47"
"KSM00047159","BUSAN, KS","2020-02-14","54","49"
"KSM00047159","BUSAN, KS","2020-02-15","56","49"
"KSM00047159","BUSAN, KS","2020-02-16","39",
"KSM00047159","BUSAN, KS","2020-02-17","30",
"KSM00047159","BUSAN, KS","2020-02-18","36","24"
"KSM00047159","BUSAN, KS","2020-02-19","45","32"
"KSM00047159","BUSAN, KS","2020-02-20","49","40"
"KSM00047159","BUSAN, KS","2020-02-21","53","42"
"KSM00047159","BUSAN, KS","2020-02-22","46",
"KSM00047159","BUSAN, KS","2020-02-23","45","34"
"KSM00047159","BUSAN, KS","2020-02-24","54","42"
"KSM00047159","BUSAN, KS","2020-02-25","48",
"KSM00047159","BUSAN, KS","2020-02-26","48",
"KSM00047159","BUSAN, KS","2020-02-27","44","41"
"KSM00047159","BUSAN, KS","2020-02-28","45","41"
"KSM00047159","BUSAN, KS","2020-02-29","49","45"
"KSM00047159","BUSAN, KS","2020-03-01","51",
"KSM00047159","BUSAN, KS","2020-03-02","47","41"
"KSM00047159","BUSAN, KS","2020-03-03","49","42"
"KSM00047159","BUSAN, KS","2020-03-04","43",
"KSM00047159","BUSAN, KS","2020-03-05","43","31"
"KSM00047159","BUSAN, KS","2020-03-06","48","38"
"KSM00047159","BUSAN, KS","2020-03-07","47","43"
"KSM00047159","BUSAN, KS","2020-03-08","52","42"
"KSM00047159","BUSAN, KS","2020-03-09","53","45"
"KSM00047159","BUSAN, KS","2020-03-10","47",
"KSM00047159","BUSAN, KS","2020-03-11","46","38"
"KSM00047159","BUSAN, KS","2020-03-12","51","38"
"KSM00047159","BUSAN, KS","2020-03-13","52",
"KSM00047159","BUSAN, KS","2020-03-14","46","40"
"KSM00047159","BUSAN, KS","2020-03-15","44",
"KSM00047159","BUSAN, KS","2020-03-16","46","34"
"KSM00047159","BUSAN, KS","2020-03-17","53","43"
"KSM00047159","BUSAN, KS","2020-03-18","55","46"
"KSM00047159","BUSAN, KS","2020-03-19","52",
"KSM00047159","BUSAN, KS","2020-03-20","52","44"
"KSM00047159","BUSAN, KS","2020-03-21","59","50"
"KSM00047159","BUSAN, KS","2020-03-22","55",
"KSM00047159","BUSAN, KS","2020-03-23","54",
"KSM00047159","BUSAN, KS","2020-03-24","52",
"KSM00047159","BUSAN, KS","2020-03-25","57","46"
"KSM00047159","BUSAN, KS","2020-03-26","59","54"
"KSM00047159","BUSAN, KS","2020-03-27","53",
"KSM00047159","BUSAN, KS","2020-03-28","48",
"KSM00047159","BUSAN, KS","2020-03-29","51","44"
"KSM00047105","GANGNEUNG, KS","2020-01-01","36","27"
"KSM00047105","GANGNEUNG, KS","2020-01-02","40","33"
"KSM00047105","GANGNEUNG, KS","2020-01-03","42","37"
"KSM00047105","GANGNEUNG, KS","2020-01-04","40",
"KSM00047105","GANGNEUNG, KS","2020-01-05","41","33"
"KSM00047105","GANGNEUNG, KS","2020-01-06","44","36"
"KSM00047105","GANGNEUNG, KS","2020-01-07","46","41"
"KSM00047105","GANGNEUNG, KS","2020-01-08","42",
"KSM00047105","GANGNEUNG, KS","2020-01-09","38",
"KSM00047105","GANGNEUNG, KS","2020-01-10","42","33"
"KSM00047105","GANGNEUNG, KS","2020-01-11","41","35"
"KSM00047105","GANGNEUNG, KS","2020-01-12","37",
"KSM00047105","GANGNEUNG, KS","2020-01-13","35",
"KSM00047105","GANGNEUNG, KS","2020-01-14","35","28"
"KSM00047105","GANGNEUNG, KS","2020-01-15","35",
"KSM00047105","GANGNEUNG, KS","2020-01-16","36","29"
"KSM00047105","GANGNEUNG, KS","2020-01-17","38","33"
"KSM00047105","GANGNEUNG, KS","2020-01-18","40","35"
"KSM00047105","GANGNEUNG, KS","2020-01-19","39",
"KSM00047105","GANGNEUNG, KS","2020-01-20","38",
"KSM00047105","GANGNEUNG, KS","2020-01-21","40","29"
"KSM00047105","GANGNEUNG, KS","2020-01-22","43",
"KSM00047105","GANGNEUNG, KS","2020-01-23","45",
"KSM00047105","GANGNEUNG, KS","2020-01-24","39","36"
"KSM00047105","GANGNEUNG, KS","2020-01-25","43","36"
"KSM00047105","GANGNEUNG, KS","2020-01-26","42","38"
"KSM00047105","GANGNEUNG, KS","2020-01-27","44","42"
"KSM00047105","GANGNEUNG, KS","2020-01-28","44",
"KSM00047105","GANGNEUNG, KS","2020-01-29","42",
"KSM00047105","GANGNEUNG, KS","2020-01-30","35",
"KSM00047105","GANGNEUNG, KS","2020-01-31","39","32"
"KSM00047105","GANGNEUNG, KS","2020-02-01","40","33"
"KSM00047105","GANGNEUNG, KS","2020-02-02","41","35"
"KSM00047105","GANGNEUNG, KS","2020-02-03","36",
"KSM00047105","GANGNEUNG, KS","2020-02-04","38","29"
"KSM00047105","GANGNEUNG, KS","2020-02-05","26",
"KSM00047105","GANGNEUNG, KS","2020-02-06","30","19"
"KSM00047105","GANGNEUNG, KS","2020-02-07","37","25"
"KSM00047105","GANGNEUNG, KS","2020-02-08","34",
"KSM00047105","GANGNEUNG, KS","2020-02-09","38","28"
"KSM00047105","GANGNEUNG, KS","2020-02-10","40",
"KSM00047105","GANGNEUNG, KS","2020-02-11","50","32"
"KSM00047105","GANGNEUNG, KS","2020-02-12","48","42"
"KSM00047105","GANGNEUNG, KS","2020-02-13","53","44"
"KSM00047105","GANGNEUNG, KS","2020-02-14","52","45"
"KSM00047105","GANGNEUNG, KS","2020-02-15","49",
"KSM00047105","GANGNEUNG, KS","2020-02-16","34",
"KSM00047105","GANGNEUNG, KS","2020-02-17","27",
"KSM00047105","GANGNEUNG, KS","2020-02-18","36","23"
"KSM00047105","GANGNEUNG, KS","2020-02-19","42","33"
"KSM00047105","GANGNEUNG, KS","2020-02-20","45","38"
"KSM00047105","GANGNEUNG, KS","2020-02-21","49","39"
"KSM00047105","GANGNEUNG, KS","2020-02-22","41",
"KSM00047105","GANGNEUNG, KS","2020-02-23","45","34"
"KSM00047105","GANGNEUNG, KS","2020-02-24","54","44"
"KSM00047105","GANGNEUNG, KS","2020-02-25","41",
"KSM00047105","GANGNEUNG, KS","2020-02-26","38",
"KSM00047105","GANGNEUNG, KS","2020-02-27","39",
"KSM00047105","GANGNEUNG, KS","2020-02-28","46","32"
"KSM00047105","GANGNEUNG, KS","2020-02-29","44",
"KSM00047105","GANGNEUNG, KS","2020-03-01","48","36"
"KSM00047105","GANGNEUNG, KS","2020-03-02","41",
"KSM00047105","GANGNEUNG, KS","2020-03-03","46","34"
"KSM00047105","GANGNEUNG, KS","2020-03-04","40",
"KSM00047105","GANGNEUNG, KS","2020-03-05","39","33"
"KSM00047105","GANGNEUNG, KS","2020-03-06","43","34"
"KSM00047105","GANGNEUNG, KS","2020-03-07","45","36"
"KSM00047105","GANGNEUNG, KS","2020-03-08","47","36"
"KSM00047105","GANGNEUNG, KS","2020-03-09","53","37"
"KSM00047105","GANGNEUNG, KS","2020-03-10","44",
"KSM00047105","GANGNEUNG, KS","2020-03-11","45","38"
"KSM00047105","GANGNEUNG, KS","2020-03-12","54","42"
"KSM00047105","GANGNEUNG, KS","2020-03-13","42",
"KSM00047105","GANGNEUNG, KS","2020-03-14","45","33"
"KSM00047105","GANGNEUNG, KS","2020-03-15","38",
"KSM00047105","GANGNEUNG, KS","2020-03-16","44","32"
"KSM00047105","GANGNEUNG, KS","2020-03-17","47","41"
"KSM00047105","GANGNEUNG, KS","2020-03-18","61","42"
"KSM00047105","GANGNEUNG, KS","2020-03-19","49",
"KSM00047105","GANGNEUNG, KS","2020-03-20","55","42"
"KSM00047105","GANGNEUNG, KS","2020-03-21","56",
"KSM00047105","GANGNEUNG, KS","2020-03-22","48",
"KSM00047105","GANGNEUNG, KS","2020-03-23","47",
"KSM00047105","GANGNEUNG, KS","2020-03-24","47",
"KSM00047105","GANGNEUNG, KS","2020-03-25","55","37"
"KSM00047105","GANGNEUNG, KS","2020-03-26","63","49"
"KSM00047105","GANGNEUNG, KS","2020-03-27","46",
"KSM00047105","GANGNEUNG, KS","2020-03-28","42",
"KSM00047105","GANGNEUNG, KS","2020-03-29","45","37"
"KSM00047138","POHANG, KS","2020-01-01","35","24"
"KSM00047138","POHANG, KS","2020-01-02","40","33"
"KSM00047138","POHANG, KS","2020-01-03","41",
"KSM00047138","POHANG, KS","2020-01-04","40","34"
"KSM00047138","POHANG, KS","2020-01-05","42","34"
"KSM00047138","POHANG, KS","2020-01-06","44","36"
"KSM00047138","POHANG, KS","2020-01-07","53","45"
"KSM00047138","POHANG, KS","2020-01-08","44",
"KSM00047138","POHANG, KS","2020-01-09","38",
"KSM00047138","POHANG, KS","2020-01-10","41","31"
"KSM00047138","POHANG, KS","2020-01-11","42","35"
"KSM00047138","POHANG, KS","2020-01-12","38",
"KSM00047138","POHANG, KS","2020-01-13","38",
"KSM00047138","POHANG, KS","2020-01-14","35",
"KSM00047138","POHANG, KS","2020-01-15","35",
"KSM00047138","POHANG, KS","2020-01-16","37","29"
"KSM00047138","POHANG, KS","2020-01-17","41","34"
"KSM00047138","POHANG, KS","2020-01-18","39",
"KSM00047138","POHANG, KS","2020-01-19","41","34"
"KSM00047138","POHANG, KS","2020-01-20","40",
"KSM00047138","POHANG, KS","2020-01-21","40","30"
"KSM00047138","POHANG, KS","2020-01-22","44","38"
"KSM00047138","POHANG, KS","2020-01-23","45",
"KSM00047138","POHANG, KS","2020-01-24","47","39"
"KSM00047138","POHANG, KS","2020-01-25","46",
"KSM00047138","POHANG, KS","2020-01-26","49","40"
"KSM00047138","POHANG, KS","2020-01-27","47",
"KSM00047138","POHANG, KS","2020-01-28","45",
"KSM00047138","POHANG, KS","2020-01-29","45","40"
"KSM00047138","POHANG, KS","2020-01-30","42",
"KSM00047138","POHANG, KS","2020-01-31","40",
"KSM00047138","POHANG, KS","2020-02-01","40","34"
"KSM00047138","POHANG, KS","2020-02-02","42","34"
"KSM00047138","POHANG, KS","2020-02-03","38",
"KSM00047138","POHANG, KS","2020-02-04","40","29"
"KSM00047138","POHANG, KS","2020-02-05","29",
"KSM00047138","POHANG, KS","2020-02-06","32","20"
"KSM00047138","POHANG, KS","2020-02-07","38","29"
"KSM00047138","POHANG, KS","2020-02-08","38",
"KSM00047138","POHANG, KS","2020-02-09","39","30"
"KSM00047138","POHANG, KS","2020-02-10","42",
"KSM00047138","POHANG, KS","2020-02-11","50","34"
"KSM00047138","POHANG, KS","2020-02-12","51","47"
"KSM00047138","POHANG, KS","2020-02-13","53",
"KSM00047138","POHANG, KS","2020-02-14","52","46"
"KSM00047138","POHANG, KS","2020-02-15","55","49"
"KSM00047138","POHANG, KS","2020-02-16","37",
"KSM00047138","POHANG, KS","2020-02-17","29",
"KSM00047138","POHANG, KS","2020-02-18","35","24"
"KSM00047138","POHANG, KS","2020-02-19","43","32"
"KSM00047138","POHANG, KS","2020-02-20","45","37"
"KSM00047138","POHANG, KS","2020-02-21","53","37"
"KSM00047138","POHANG, KS","2020-02-22","45",
"KSM00047138","POHANG, KS","2020-02-23","44","34"
"KSM00047138","POHANG, KS","2020-02-24","53","39"
"KSM00047138","POHANG, KS","2020-02-25","47",
"KSM00047138","POHANG, KS","2020-02-26","44",
"KSM00047138","POHANG, KS","2020-02-27","40",
"KSM00047138","POHANG, KS","2020-02-28","41","35"
"KSM00047138","POHANG, KS","2020-02-29","47","36"
"KSM00047138","POHANG, KS","2020-03-01","49",
"KSM00047138","POHANG, KS","2020-03-02","45",
"KSM00047138","POHANG, KS","2020-03-03","46","41"
"KSM00047138","POHANG, KS","2020-03-04","42",
"KSM00047138","POHANG, KS","2020-03-05","41","31"
"KSM00047138","POHANG, KS","2020-03-06","47","33"
"KSM00047138","POHANG, KS","2020-03-07","47","39"
"KSM00047138","POHANG, KS","2020-03-08","48",
"KSM00047138","POHANG, KS","2020-03-09","53","40"
"KSM00047138","POHANG, KS","2020-03-10","47",
"KSM00047138","POHANG, KS","2020-03-11","45","37"
"KSM00047138","POHANG, KS","2020-03-12","53","38"
"KSM00047138","POHANG, KS","2020-03-13","49",
"KSM00047138","POHANG, KS","2020-03-14","46","38"
"KSM00047138","POHANG, KS","2020-03-15","44",
"KSM00047138","POHANG, KS","2020-03-16","45","35"
"KSM00047138","POHANG, KS","2020-03-17","51","40"
"KSM00047138","POHANG, KS","2020-03-18","56","44"
"KSM00047138","POHANG, KS","2020-03-19","54",
"KSM00047138","POHANG, KS","2020-03-20","56","44"
"KSM00047138","POHANG, KS","2020-03-21","64","49"
"KSM00047138","POHANG, KS","2020-03-22","50",
"KSM00047138","POHANG, KS","2020-03-23","54","42"
"KSM00047138","POHANG, KS","2020-03-24","51","42"
"KSM00047138","POHANG, KS","2020-03-25","58","42"
"KSM00047138","POHANG, KS","2020-03-26","62","52"
"KSM00047138","POHANG, KS","2020-03-27","51",
"KSM00047138","POHANG, KS","2020-03-28","47",
"KSM00047138","POHANG, KS","2020-03-29","48","42"
"KS000047115","ULLEUNGDO, KS","2020-01-01","37","31"
"KS000047115","ULLEUNGDO, KS","2020-01-02","41","37"
"KS000047115","ULLEUNGDO, KS","2020-01-03","43","39"
"KS000047115","ULLEUNGDO, KS","2020-01-04","40",
"KS000047115","ULLEUNGDO, KS","2020-01-05","41","37"
"KS000047115","ULLEUNGDO, KS","2020-01-06","46","41"
"KS000047115","ULLEUNGDO, KS","2020-01-07","51","47"
"KS000047115","ULLEUNGDO, KS","2020-01-08","41",
"KS000047115","ULLEUNGDO, KS","2020-01-09","39",
"KS000047115","ULLEUNGDO, KS","2020-01-10","41","37"
"KS000047115","ULLEUNGDO, KS","2020-01-11","42","38"
"KS000047115","ULLEUNGDO, KS","2020-01-12","38",
"KS000047115","ULLEUNGDO, KS","2020-01-13","37","34"
"KS000047115","ULLEUNGDO, KS","2020-01-14","34",
"KS000047115","ULLEUNGDO, KS","2020-01-15","35","33"
"KS000047115","ULLEUNGDO, KS","2020-01-16","38","33"
"KS000047115","ULLEUNGDO, KS","2020-01-17","39","36"
"KS000047115","ULLEUNGDO, KS","2020-01-18","39","38"
"KS000047115","ULLEUNGDO, KS","2020-01-19","40",
"KS000047115","ULLEUNGDO, KS","2020-01-20","38",
"KS000047115","ULLEUNGDO, KS","2020-01-21","39","34"
"KS000047115","ULLEUNGDO, KS","2020-01-22","45","40"
"KS000047115","ULLEUNGDO, KS","2020-01-23","45",
"KS000047115","ULLEUNGDO, KS","2020-01-24","38",
"KS000047115","ULLEUNGDO, KS","2020-01-25","42","36"
"KS000047115","ULLEUNGDO, KS","2020-01-26","42",
"KS000047115","ULLEUNGDO, KS","2020-01-27","42","39"
"KS000047115","ULLEUNGDO, KS","2020-01-28","42",
"KS000047115","ULLEUNGDO, KS","2020-01-29","39",
"KS000047115","ULLEUNGDO, KS","2020-01-30","34",
"KS000047115","ULLEUNGDO, KS","2020-01-31","36","32"
"KS000047115","ULLEUNGDO, KS","2020-02-01","42","36"
"KS000047115","ULLEUNGDO, KS","2020-02-02","42",
"KS000047115","ULLEUNGDO, KS","2020-02-03","36",
"KS000047115","ULLEUNGDO, KS","2020-02-04","38","33"
"KS000047115","ULLEUNGDO, KS","2020-02-05","24",
"KS000047115","ULLEUNGDO, KS","2020-02-06","29","23"
"KS000047115","ULLEUNGDO, KS","2020-02-07","38","29"
"KS000047115","ULLEUNGDO, KS","2020-02-08","32",
"KS000047115","ULLEUNGDO, KS","2020-02-09","37","29"
"KS000047115","ULLEUNGDO, KS","2020-02-10","38",
"KS000047115","ULLEUNGDO, KS","2020-02-11","46","35"
"KS000047115","ULLEUNGDO, KS","2020-02-12","50","47"
"KS000047115","ULLEUNGDO, KS","2020-02-13","50",
"KS000047115","ULLEUNGDO, KS","2020-02-14","49",
"KS000047115","ULLEUNGDO, KS","2020-02-15","48","45"
"KS000047115","ULLEUNGDO, KS","2020-02-16","39",
"KS000047115","ULLEUNGDO, KS","2020-02-17","30",
"KS000047115","ULLEUNGDO, KS","2020-02-18","33","29"
"KS000047115","ULLEUNGDO, KS","2020-02-19","39","31"
"KS000047115","ULLEUNGDO, KS","2020-02-20","42","38"
"KS000047115","ULLEUNGDO, KS","2020-02-21","46","39"
"KS000047115","ULLEUNGDO, KS","2020-02-22","42",
"KS000047115","ULLEUNGDO, KS","2020-02-23","41","36"
"KS000047115","ULLEUNGDO, KS","2020-02-24","50","42"
"KS000047115","ULLEUNGDO, KS","2020-02-25","42",
"KS000047115","ULLEUNGDO, KS","2020-02-26","37",
"KS000047115","ULLEUNGDO, KS","2020-02-27","35",
"KS000047115","ULLEUNGDO, KS","2020-02-28","42","33"
"KS000047115","ULLEUNGDO, KS","2020-02-29","42",
"KS000047115","ULLEUNGDO, KS","2020-03-01","45","39"
"KS000047115","ULLEUNGDO, KS","2020-03-02","39",
"KS000047115","ULLEUNGDO, KS","2020-03-03","43","36"
"KS000047115","ULLEUNGDO, KS","2020-03-04","41",
"KS000047115","ULLEUNGDO, KS","2020-03-05","36",
"KS000047115","ULLEUNGDO, KS","2020-03-06","44","33"
"KS000047115","ULLEUNGDO, KS","2020-03-07","46","39"
"KS000047115","ULLEUNGDO, KS","2020-03-08","46","43"
"KS000047115","ULLEUNGDO, KS","2020-03-09","49","43"
"KS000047115","ULLEUNGDO, KS","2020-03-10","43",
"KS000047115","ULLEUNGDO, KS","2020-03-11","40",
"KS000047115","ULLEUNGDO, KS","2020-03-12","50","39"
"KS000047115","ULLEUNGDO, KS","2020-03-13","42",
"KS000047115","ULLEUNGDO, KS","2020-03-14","40","35"
"KS000047115","ULLEUNGDO, KS","2020-03-15","38",
"KS000047115","ULLEUNGDO, KS","2020-03-16","41","34"
"KS000047115","ULLEUNGDO, KS","2020-03-17","47","42"
"KS000047115","ULLEUNGDO, KS","2020-03-18","52","43"
"KS000047115","ULLEUNGDO, KS","2020-03-19","49",
"KS000047115","ULLEUNGDO, KS","2020-03-20","50","42"
"KS000047115","ULLEUNGDO, KS","2020-03-21","56","50"
"KS000047115","ULLEUNGDO, KS","2020-03-22","45",
"KS000047115","ULLEUNGDO, KS","2020-03-23","45",
"KS000047115","ULLEUNGDO, KS","2020-03-24","44","39"
"KS000047115","ULLEUNGDO, KS","2020-03-25","52","41"
"KS000047115","ULLEUNGDO, KS","2020-03-26","57","48"
"KS000047115","ULLEUNGDO, KS","2020-03-27","44",
"KS000047115","ULLEUNGDO, KS","2020-03-28","44","40"
"KS000047115","ULLEUNGDO, KS","2020-03-29","42",
